benchmark,topology,k,R,N,n_clean,acc_pct,mean_dyn_kJ,mean_total_tokens,acc_field,source_file
WorkBench,independent,1,,3,50,18.0,7.816,16963.0,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_independent_k1.jsonl
WorkBench,independent,1,,4,50,18.0,8.834,22562.7,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k1_N4.jsonl
WorkBench,independent,1,,5,50,18.0,10.105,27898.4,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k1_N5.jsonl
WorkBench,independent,2,,2,50,50.0,7.669,22969.0,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k2_N2.jsonl
WorkBench,independent,2,,3,50,50.0,11.633,33862.8,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_independent_k2.jsonl
WorkBench,independent,2,,4,50,50.0,14.686,45631.1,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k2_N4.jsonl
WorkBench,independent,2,,5,50,50.0,17.034,55998.1,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k2_N5.jsonl
WorkBench,independent,3,,2,50,68.0,13.91,35287.5,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k3_N2.jsonl
WorkBench,independent,3,,3,50,70.0,17.951,52738.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_independent_k3.jsonl
WorkBench,independent,3,,4,50,72.0,27.86,71022.2,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k3_N4.jsonl
WorkBench,independent,3,,5,50,78.0,27.461,85916.3,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k3_N5.jsonl
WorkBench,independent,5,,2,50,78.0,14.924,49742.2,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k5_N2.jsonl
WorkBench,independent,5,,3,50,78.0,23.41,76003.8,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_independent_k5.jsonl
WorkBench,independent,5,,4,50,86.0,25.774,96463.5,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k5_N4.jsonl
WorkBench,independent,5,,5,50,84.0,30.559,122559.9,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k5_N5.jsonl
WorkBench,independent,7,,2,50,82.0,17.109,55221.2,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k7_N2.jsonl
WorkBench,independent,7,,3,50,86.0,27.494,82191.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_independent_k7.jsonl
WorkBench,independent,7,,4,50,84.0,29.115,103678.4,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k7_N4.jsonl
WorkBench,independent,7,,5,50,86.0,33.573,130739.5,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k7_N5.jsonl
WorkBench,independent,10,,2,50,76.0,14.523,55595.2,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N2.jsonl
WorkBench,independent,10,,3,50,84.0,26.196,85427.0,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_independent_k10.jsonl
WorkBench,independent,15,,2,50,80.0,17.728,55884.8,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl
WorkBench,independent,15,,3,50,86.0,23.442,83497.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_independent_k15.jsonl
WorkBench,independent,15,,4,50,84.0,31.022,120247.8,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl
WorkBench,independent,15,,5,50,86.0,41.022,149227.7,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl
WorkBench,independent,20,,2,50,80.0,15.28,53225.9,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k20_N2.jsonl
WorkBench,independent,20,,3,50,82.0,26.84,82790.4,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_independent_k20.jsonl
WorkBench,independent,30,,2,50,80.0,17.523,56747.0,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k30_N2.jsonl
WorkBench,independent,30,,3,50,84.0,23.792,84077.3,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_independent_k30.jsonl
WorkBench,independent,30,,4,50,88.0,29.278,109110.5,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k30_N4.jsonl
WorkBench,independent,30,,5,50,86.0,36.963,141367.6,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k30_N5.jsonl
WorkBench,independent,50,,2,50,80.0,19.758,63965.4,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k50_N2.jsonl
WorkBench,independent,50,,3,50,86.0,27.096,102359.6,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_independent_k50.jsonl
WorkBench,independent,50,,4,50,88.0,30.329,121165.3,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k50_N4.jsonl
WorkBench,independent,50,,5,50,82.0,37.451,155373.7,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k50_N5.jsonl
WorkBench,sas,1,,1,50,18.0,2.269,5203.8,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_sas_k1.jsonl
WorkBench,sas,2,,1,50,46.0,3.349,10739.5,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_sas_k2.jsonl
WorkBench,sas,3,,1,50,66.0,4.993,16670.4,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_sas_k3.jsonl
WorkBench,sas,5,,1,50,74.0,6.99,23801.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_sas_k5.jsonl
WorkBench,sas,7,,1,50,76.0,7.117,25825.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_sas_k7.jsonl
WorkBench,sas,10,,1,50,76.0,7.89,26318.4,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_sas_k10.jsonl
WorkBench,sas,15,,1,50,76.0,7.152,26059.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_sas_k15.jsonl
WorkBench,sas,20,,1,50,76.0,7.153,26059.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_sas_k20.jsonl
WorkBench,sas,30,,1,50,76.0,7.152,26059.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_sas_k30.jsonl
WorkBench,sas,50,,1,50,76.0,7.15,26059.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_sas_k50.jsonl
